Datum;Uhrzeit;8:00 Uhr Prognose [MW];Online Hochrechnung [MW]
02.10.2016;05:45 - 06:00;1735;1798
02.10.2016;06:00 - 06:15;1756;1840
02.10.2016;06:15 - 06:30;1781;1864
02.10.2016;06:30 - 06:45;1808;1871
02.10.2016;06:45 - 07:00;1836;1818
02.10.2016;07:00 - 07:15;1864;1882
02.10.2016;07:15 - 07:30;1903;1923
02.10.2016;07:30 - 07:45;1942;1928
02.10.2016;07:45 - 08:00;1983;1910
02.10.2016;08:00 - 08:15;2025;1999
02.10.2016;08:15 - 08:30;2085;2040
02.10.2016;08:30 - 08:45;2149;1993
02.10.2016;08:45 - 09:00;2213;2014
02.10.2016;09:00 - 09:15;2273;2050
02.10.2016;09:15 - 09:30;2337;2066
02.10.2016;09:30 - 09:45;2404;2105
02.10.2016;09:45 - 10:00;2476;2232
02.10.2016;10:00 - 10:15;2548;2395
02.10.2016;10:15 - 10:30;2635;2509
02.10.2016;10:30 - 10:45;2720;2580
02.10.2016;10:45 - 11:00;2804;2747
02.10.2016;11:00 - 11:15;2887;2878
02.10.2016;11:15 - 11:30;2928;2940
02.10.2016;11:30 - 11:45;2971;2929
02.10.2016;11:45 - 12:00;3020;3023
02.10.2016;12:00 - 12:15;3069;3063
02.10.2016;12:15 - 12:30;3094;2984
02.10.2016;12:30 - 12:45;3116;3062
02.10.2016;12:45 - 13:00;3136;2990
02.10.2016;13:00 - 13:15;3154;2863
02.10.2016;13:15 - 13:30;3163;2872
02.10.2016;13:30 - 13:45;3170;2954
02.10.2016;13:45 - 14:00;3178;2853
02.10.2016;14:00 - 14:15;3186;2745
02.10.2016;14:15 - 14:30;3167;2757
02.10.2016;14:30 - 14:45;3149;2857
02.10.2016;14:45 - 15:00;3131;2995
02.10.2016;15:00 - 15:15;3108;2895
02.10.2016;15:15 - 15:30;3075;2830
02.10.2016;15:30 - 15:45;3040;2784
02.10.2016;15:45 - 16:00;3004;2784
02.10.2016;16:00 - 16:15;2970;2879
02.10.2016;16:15 - 16:30;2926;2937
02.10.2016;16:30 - 16:45;2878;2854
02.10.2016;16:45 - 17:00;2830;2727
02.10.2016;17:00 - 17:15;2786;2741
02.10.2016;17:15 - 17:30;2735;2557
02.10.2016;17:30 - 17:45;2681;2514
02.10.2016;17:45 - 18:00;2633;2439
02.10.2016;18:00 - 18:15;2589;2379
02.10.2016;18:15 - 18:30;2545;2335
02.10.2016;18:30 - 18:45;2496;2347
02.10.2016;18:45 - 19:00;2448;2382
02.10.2016;19:00 - 19:15;2403;2416
02.10.2016;19:15 - 19:30;2384;2426
02.10.2016;19:30 - 19:45;2364;2479
02.10.2016;19:45 - 20:00;2346;2527
02.10.2016;20:00 - 20:15;2331;2537
02.10.2016;20:15 - 20:30;2352;2573
02.10.2016;20:30 - 20:45;2375;2695
02.10.2016;20:45 - 21:00;2399;2787
02.10.2016;21:00 - 21:15;2463;2783
02.10.2016;21:15 - 21:30;2455;2819
02.10.2016;21:30 - 21:45;2448;2842
02.10.2016;21:45 - 22:00;2448;2802
02.10.2016;22:00 - 22:15;2449;2715
02.10.2016;22:15 - 22:30;2434;2768
02.10.2016;22:30 - 22:45;2422;2872
02.10.2016;22:45 - 23:00;2412;2847
02.10.2016;23:00 - 23:15;2400;2849
02.10.2016;23:15 - 23:30;2380;2904
02.10.2016;23:30 - 23:45;2359;2937
02.10.2016;23:45 - 00:00;2339;2895
03.10.2016;00:00 - 00:15;2374;2845
03.10.2016;00:15 - 00:30;2376;2780
03.10.2016;00:30 - 00:45;2376;2806
03.10.2016;00:45 - 01:00;2377;2728
03.10.2016;01:00 - 01:15;2363;2706
03.10.2016;01:15 - 01:30;2341;2650
03.10.2016;01:30 - 01:45;2317;2651
03.10.2016;01:45 - 02:00;2294;2705
03.10.2016;02:00 - 02:15;2273;2671
03.10.2016;02:15 - 02:30;2247;2568
03.10.2016;02:30 - 02:45;2220;2552
03.10.2016;02:45 - 03:00;2193;2499
03.10.2016;03:00 - 03:15;2160;2415
03.10.2016;03:15 - 03:30;2133;2361
03.10.2016;03:30 - 03:45;2105;2284
03.10.2016;03:45 - 04:00;2077;2234
03.10.2016;04:00 - 04:15;2050;2218
03.10.2016;04:15 - 04:30;2012;2208
03.10.2016;04:30 - 04:45;1970;2087
03.10.2016;04:45 - 05:00;1929;2083
03.10.2016;05:00 - 05:15;1889;2038
03.10.2016;05:15 - 05:30;1849;2012
03.10.2016;05:30 - 05:45;1806;1911
03.10.2016;05:45 - 06:00;1763;1797
03.10.2016;06:00 - 06:15;1721;1703
03.10.2016;06:15 - 06:30;1681;1612
03.10.2016;06:30 - 06:45;1640;1647
03.10.2016;06:45 - 07:00;1599;1642
03.10.2016;07:00 - 07:15;1561;1597
03.10.2016;07:15 - 07:30;1521;1570
03.10.2016;07:30 - 07:45;1479;1596
03.10.2016;07:45 - 08:00;1438;1540
03.10.2016;08:00 - 08:15;1399;1513
03.10.2016;08:15 - 08:30;1351;1460
03.10.2016;08:30 - 08:45;1308;1354
03.10.2016;08:45 - 09:00;1266;1232
03.10.2016;09:00 - 09:15;1224;1139
03.10.2016;09:15 - 09:30;1179;1125
03.10.2016;09:30 - 09:45;1131;1100
03.10.2016;09:45 - 10:00;1085;1040
03.10.2016;10:00 - 10:15;1039;1030
03.10.2016;10:15 - 10:30;991;1013
03.10.2016;10:30 - 10:45;941;1042
03.10.2016;10:45 - 11:00;893;986
03.10.2016;11:00 - 11:15;846;950
03.10.2016;11:15 - 11:30;828;915
03.10.2016;11:30 - 11:45;813;864
03.10.2016;11:45 - 12:00;798;837
03.10.2016;12:00 - 12:15;782;811
03.10.2016;12:15 - 12:30;771;804
03.10.2016;12:30 - 12:45;761;754
03.10.2016;12:45 - 13:00;751;739
03.10.2016;13:00 - 13:15;740;666
03.10.2016;13:15 - 13:30;731;639
03.10.2016;13:30 - 13:45;721;620
03.10.2016;13:45 - 14:00;712;589
03.10.2016;14:00 - 14:15;703;545
03.10.2016;14:15 - 14:30;700;513
03.10.2016;14:30 - 14:45;695;519
03.10.2016;14:45 - 15:00;691;510
03.10.2016;15:00 - 15:15;689;488
03.10.2016;15:15 - 15:30;686;471
03.10.2016;15:30 - 15:45;683;491
03.10.2016;15:45 - 16:00;682;475
03.10.2016;16:00 - 16:15;681;452
03.10.2016;16:15 - 16:30;683;471
03.10.2016;16:30 - 16:45;683;516
03.10.2016;16:45 - 17:00;682;499
03.10.2016;17:00 - 17:15;684;452
03.10.2016;17:15 - 17:30;671;464
03.10.2016;17:30 - 17:45;657;432
03.10.2016;17:45 - 18:00;645;385
03.10.2016;18:00 - 18:15;634;384
03.10.2016;18:15 - 18:30;622;395
03.10.2016;18:30 - 18:45;610;422
03.10.2016;18:45 - 19:00;599;430
03.10.2016;19:00 - 19:15;588;417
03.10.2016;19:15 - 19:30;591;445
03.10.2016;19:30 - 19:45;594;472
03.10.2016;19:45 - 20:00;600;507
03.10.2016;20:00 - 20:15;609;508
03.10.2016;20:15 - 20:30;625;516
03.10.2016;20:30 - 20:45;641;530
03.10.2016;20:45 - 21:00;658;507
03.10.2016;21:00 - 21:15;709;535
03.10.2016;21:15 - 21:30;707;509
03.10.2016;21:30 - 21:45;705;498
03.10.2016;21:45 - 22:00;703;490
03.10.2016;22:00 - 22:15;702;503
03.10.2016;22:15 - 22:30;689;526
03.10.2016;22:30 - 22:45;675;532
03.10.2016;22:45 - 23:00;661;516
03.10.2016;23:00 - 23:15;648;498
03.10.2016;23:15 - 23:30;637;505
03.10.2016;23:30 - 23:45;628;469
03.10.2016;23:45 - 00:00;618;489
04.10.2016;00:00 - 00:15;715;467
04.10.2016;00:15 - 00:30;727;457
04.10.2016;00:30 - 00:45;740;473
04.10.2016;00:45 - 01:00;754;498
04.10.2016;01:00 - 01:15;761;567
04.10.2016;01:15 - 01:30;773;605
04.10.2016;01:30 - 01:45;784;631
04.10.2016;01:45 - 02:00;794;665
04.10.2016;02:00 - 02:15;803;685
04.10.2016;02:15 - 02:30;818;699
04.10.2016;02:30 - 02:45;833;698
04.10.2016;02:45 - 03:00;847;726
04.10.2016;03:00 - 03:15;858;704
04.10.2016;03:15 - 03:30;882;698
04.10.2016;03:30 - 03:45;905;699
04.10.2016;03:45 - 04:00;928;664
04.10.2016;04:00 - 04:15;950;658
04.10.2016;04:15 - 04:30;972;664
04.10.2016;04:30 - 04:45;992;675
04.10.2016;04:45 - 05:00;1011;704
04.10.2016;05:00 - 05:15;1029;745
04.10.2016;05:15 - 05:30;1051;757
04.10.2016;05:30 - 05:45;1072;796
04.10.2016;05:45 - 06:00;1094;833
04.10.2016;06:00 - 06:15;1116;845
04.10.2016;06:15 - 06:30;1140;851
04.10.2016;06:30 - 06:45;1165;876
04.10.2016;06:45 - 07:00;1192;885
04.10.2016;07:00 - 07:15;1221;918
04.10.2016;07:15 - 07:30;1221;968
04.10.2016;07:30 - 07:45;1218;1035
04.10.2016;07:45 - 08:00;1215;1061
04.10.2016;08:00 - 08:15;1210;1059
04.10.2016;08:15 - 08:30;1197;1074
04.10.2016;08:30 - 08:45;1183;1128
04.10.2016;08:45 - 09:00;1170;1147
04.10.2016;09:00 - 09:15;1166;1156
04.10.2016;09:15 - 09:30;1188;1167
04.10.2016;09:30 - 09:45;1210;1195
04.10.2016;09:45 - 10:00;1232;1209
04.10.2016;10:00 - 10:15;1255;1242
04.10.2016;10:15 - 10:30;1299;1280
04.10.2016;10:30 - 10:45;1343;1328
04.10.2016;10:45 - 11:00;1389;1437
04.10.2016;11:00 - 11:15;1435;1451
04.10.2016;11:15 - 11:30;1459;1406
04.10.2016;11:30 - 11:45;1485;1446
04.10.2016;11:45 - 12:00;1511;1405
04.10.2016;12:00 - 12:15;1531;1414
04.10.2016;12:15 - 12:30;1557;1465
04.10.2016;12:30 - 12:45;1585;1498
04.10.2016;12:45 - 13:00;1612;1446
04.10.2016;13:00 - 13:15;1634;1490
04.10.2016;13:15 - 13:30;1655;1535
04.10.2016;13:30 - 13:45;1679;1526
04.10.2016;13:45 - 14:00;1703;1476
04.10.2016;14:00 - 14:15;1720;1495
04.10.2016;14:15 - 14:30;1750;1477
04.10.2016;14:30 - 14:45;1780;1488
04.10.2016;14:45 - 15:00;1811;1540
04.10.2016;15:00 - 15:15;1850;1542
04.10.2016;15:15 - 15:30;1871;1564
04.10.2016;15:30 - 15:45;1891;1522
04.10.2016;15:45 - 16:00;1911;1636
04.10.2016;16:00 - 16:15;1908;1686
04.10.2016;16:15 - 16:30;1913;1676
04.10.2016;16:30 - 16:45;1916;1624
04.10.2016;16:45 - 17:00;1918;1604
04.10.2016;17:00 - 17:15;1921;1593
04.10.2016;17:15 - 17:30;1901;1529
04.10.2016;17:30 - 17:45;1879;1385
04.10.2016;17:45 - 18:00;1878;1343
04.10.2016;18:00 - 18:15;1863;1346
04.10.2016;18:15 - 18:30;1861;1325
04.10.2016;18:30 - 18:45;1858;1341
04.10.2016;18:45 - 19:00;1856;1400
04.10.2016;19:00 - 19:15;1860;1391
04.10.2016;19:15 - 19:30;1883;1408
04.10.2016;19:30 - 19:45;1906;1531
04.10.2016;19:45 - 20:00;1929;1674
04.10.2016;20:00 - 20:15;1955;1803
04.10.2016;20:15 - 20:30;2031;1842
04.10.2016;20:30 - 20:45;2109;1890
04.10.2016;20:45 - 21:00;2186;1967
04.10.2016;21:00 - 21:15;2280;2080
04.10.2016;21:15 - 21:30;2337;2140
04.10.2016;21:30 - 21:45;2394;2230
04.10.2016;21:45 - 22:00;2449;2344
04.10.2016;22:00 - 22:15;2499;2475
04.10.2016;22:15 - 22:30;2482;2569
04.10.2016;22:30 - 22:45;2466;2669
04.10.2016;22:45 - 23:00;2451;2759
04.10.2016;23:00 - 23:15;2448;2777
04.10.2016;23:15 - 23:30;2424;2825
04.10.2016;23:30 - 23:45;2403;2837
04.10.2016;23:45 - 00:00;2389;2835
05.10.2016;00:00 - 00:15;2418;2820
05.10.2016;00:15 - 00:30;2431;2848
05.10.2016;00:30 - 00:45;2444;2849
05.10.2016;00:45 - 01:00;2456;2839
05.10.2016;01:00 - 01:15;2468;2855
05.10.2016;01:15 - 01:30;2459;2887
05.10.2016;01:30 - 01:45;2448;2891
05.10.2016;01:45 - 02:00;2438;2854
05.10.2016;02:00 - 02:15;2428;2883
05.10.2016;02:15 - 02:30;2403;2913
05.10.2016;02:30 - 02:45;2377;2889
05.10.2016;02:45 - 03:00;2352;2921
05.10.2016;03:00 - 03:15;2324;2889
05.10.2016;03:15 - 03:30;2306;2883
05.10.2016;03:30 - 03:45;2285;2879
05.10.2016;03:45 - 04:00;2263;2831
05.10.2016;04:00 - 04:15;2242;2729
05.10.2016;04:15 - 04:30;2219;2671
05.10.2016;04:30 - 04:45;2193;2706
05.10.2016;04:45 - 05:00;2166;2755
05.10.2016;05:00 - 05:15;2142;2739
05.10.2016;05:15 - 05:30;2124;2784
05.10.2016;05:30 - 05:45;2107;2654
05.10.2016;05:45 - 06:00;2090;2549
05.10.2016;06:00 - 06:15;2072;2534
05.10.2016;06:15 - 06:30;2055;2446
05.10.2016;06:30 - 06:45;2038;2400
05.10.2016;06:45 - 07:00;2021;2345
05.10.2016;07:00 - 07:15;2006;2321
05.10.2016;07:15 - 07:30;2010;2294
05.10.2016;07:30 - 07:45;2020;2245
05.10.2016;07:45 - 08:00;2029;2299
05.10.2016;08:00 - 08:15;2034;2199
05.10.2016;08:15 - 08:30;2039;2050
05.10.2016;08:30 - 08:45;2046;1958
05.10.2016;08:45 - 09:00;2050;1833
05.10.2016;09:00 - 09:15;2051;1771
05.10.2016;09:15 - 09:30;2061;1718
05.10.2016;09:30 - 09:45;2070;1730
05.10.2016;09:45 - 10:00;2078;1824
05.10.2016;10:00 - 10:15;2086;1982
05.10.2016;10:15 - 10:30;2104;2107
05.10.2016;10:30 - 10:45;2120;2184
05.10.2016;10:45 - 11:00;2136;2274
05.10.2016;11:00 - 11:15;2154;2479
05.10.2016;11:15 - 11:30;2165;2621
05.10.2016;11:30 - 11:45;2181;2760
05.10.2016;11:45 - 12:00;2200;2983
05.10.2016;12:00 - 12:15;2217;3097
05.10.2016;12:15 - 12:30;2219;3083
05.10.2016;12:30 - 12:45;2218;3070
05.10.2016;12:45 - 13:00;2198;3003
05.10.2016;13:00 - 13:15;2182;2856
05.10.2016;13:15 - 13:30;2174;2744
05.10.2016;13:30 - 13:45;2167;2525
05.10.2016;13:45 - 14:00;2152;2329
05.10.2016;14:00 - 14:15;2136;2074
05.10.2016;14:15 - 14:30;2111;1893
05.10.2016;14:30 - 14:45;2086;1994
05.10.2016;14:45 - 15:00;2058;1921
05.10.2016;15:00 - 15:15;2033;1907
05.10.2016;15:15 - 15:30;2000;1870
05.10.2016;15:30 - 15:45;1963;1858
05.10.2016;15:45 - 16:00;1935;1674
05.10.2016;16:00 - 16:15;1910;1723
05.10.2016;16:15 - 16:30;1893;1735
05.10.2016;16:30 - 16:45;1877;1898
05.10.2016;16:45 - 17:00;1861;1950
05.10.2016;17:00 - 17:15;1846;2154
05.10.2016;17:15 - 17:30;1811;2094
05.10.2016;17:30 - 17:45;1777;2066
05.10.2016;17:45 - 18:00;1745;1996
05.10.2016;18:00 - 18:15;1705;1883
05.10.2016;18:15 - 18:30;1689;1767
05.10.2016;18:30 - 18:45;1674;1589
05.10.2016;18:45 - 19:00;1658;1631
05.10.2016;19:00 - 19:15;1648;1601
05.10.2016;19:15 - 19:30;1630;1632
05.10.2016;19:30 - 19:45;1611;1742
05.10.2016;19:45 - 20:00;1593;1774
05.10.2016;20:00 - 20:15;1579;1844
05.10.2016;20:15 - 20:30;1612;1825
05.10.2016;20:30 - 20:45;1645;1853
05.10.2016;20:45 - 21:00;1678;1935
05.10.2016;21:00 - 21:15;1688;1969
05.10.2016;21:15 - 21:30;1709;2001
05.10.2016;21:30 - 21:45;1729;1943
05.10.2016;21:45 - 22:00;1749;1929
05.10.2016;22:00 - 22:15;1768;1824
05.10.2016;22:15 - 22:30;1766;1793
05.10.2016;22:30 - 22:45;1764;1859
05.10.2016;22:45 - 23:00;1762;1831
05.10.2016;23:00 - 23:15;1758;1849
05.10.2016;23:15 - 23:30;1742;1811
05.10.2016;23:30 - 23:45;1725;1812
05.10.2016;23:45 - 00:00;1709;1821
06.10.2016;00:00 - 00:15;1751;1780
06.10.2016;00:15 - 00:30;1746;1728
06.10.2016;00:30 - 00:45;1739;1646
06.10.2016;00:45 - 01:00;1733;1581
06.10.2016;01:00 - 01:15;1717;1571
06.10.2016;01:15 - 01:30;1705;1631
06.10.2016;01:30 - 01:45;1694;1671
06.10.2016;01:45 - 02:00;1683;1603
06.10.2016;02:00 - 02:15;1667;1600
06.10.2016;02:15 - 02:30;1678;1625
06.10.2016;02:30 - 02:45;1688;1557
06.10.2016;02:45 - 03:00;1698;1565
06.10.2016;03:00 - 03:15;1685;1637
06.10.2016;03:15 - 03:30;1640;1614
06.10.2016;03:30 - 03:45;1598;1613
06.10.2016;03:45 - 04:00;1559;1568
06.10.2016;04:00 - 04:15;1523;1532
06.10.2016;04:15 - 04:30;1498;1420
06.10.2016;04:30 - 04:45;1475;1407
06.10.2016;04:45 - 05:00;1454;1305
06.10.2016;05:00 - 05:15;1452;1312
06.10.2016;05:15 - 05:30;1442;1412
06.10.2016;05:30 - 05:45;1431;1469
06.10.2016;05:45 - 06:00;1419;1463
06.10.2016;06:00 - 06:15;1410;1433
06.10.2016;06:15 - 06:30;1404;1450
06.10.2016;06:30 - 06:45;1399;1454
06.10.2016;06:45 - 07:00;1392;1399
06.10.2016;07:00 - 07:15;1387;1340
06.10.2016;07:15 - 07:30;1382;1288
06.10.2016;07:30 - 07:45;1379;1346
06.10.2016;07:45 - 08:00;1376;1297
06.10.2016;08:00 - 08:15;1374;1216
06.10.2016;08:15 - 08:30;1362;1116
06.10.2016;08:30 - 08:45;1353;1022
06.10.2016;08:45 - 09:00;1344;953
06.10.2016;09:00 - 09:15;1333;876
06.10.2016;09:15 - 09:30;1318;843
06.10.2016;09:30 - 09:45;1306;851
06.10.2016;09:45 - 10:00;1285;804
06.10.2016;10:00 - 10:15;1262;784
06.10.2016;10:15 - 10:30;1252;788
06.10.2016;10:30 - 10:45;1241;792
06.10.2016;10:45 - 11:00;1233;864
06.10.2016;11:00 - 11:15;1225;897
06.10.2016;11:15 - 11:30;1256;919
06.10.2016;11:30 - 11:45;1294;968
06.10.2016;11:45 - 12:00;1339;966
06.10.2016;12:00 - 12:15;1383;991
06.10.2016;12:15 - 12:30;1404;963
06.10.2016;12:30 - 12:45;1422;948
06.10.2016;12:45 - 13:00;1441;964
06.10.2016;13:00 - 13:15;1460;958
06.10.2016;13:15 - 13:30;1500;1014
06.10.2016;13:30 - 13:45;1543;1059
06.10.2016;13:45 - 14:00;1571;1040
06.10.2016;14:00 - 14:15;1601;1084
06.10.2016;14:15 - 14:30;1606;1075
06.10.2016;14:30 - 14:45;1612;1032
06.10.2016;14:45 - 15:00;1618;1061
06.10.2016;15:00 - 15:15;1627;1094
06.10.2016;15:15 - 15:30;1636;1114
06.10.2016;15:30 - 15:45;1648;1112
06.10.2016;15:45 - 16:00;1650;1163
06.10.2016;16:00 - 16:15;1649;1215
06.10.2016;16:15 - 16:30;1638;1253
06.10.2016;16:30 - 16:45;1623;1354
06.10.2016;16:45 - 17:00;1611;1401
06.10.2016;17:00 - 17:15;1602;1464
06.10.2016;17:15 - 17:30;1597;1451
06.10.2016;17:30 - 17:45;1590;1419
06.10.2016;17:45 - 18:00;1584;1405
06.10.2016;18:00 - 18:15;1580;1336
06.10.2016;18:15 - 18:30;1575;1333
06.10.2016;18:30 - 18:45;1566;1324
06.10.2016;18:45 - 19:00;1562;1310
06.10.2016;19:00 - 19:15;1561;1205
06.10.2016;19:15 - 19:30;1569;1194
06.10.2016;19:30 - 19:45;1576;1169
06.10.2016;19:45 - 20:00;1584;1188
06.10.2016;20:00 - 20:15;1594;1215
06.10.2016;20:15 - 20:30;1586;1221
06.10.2016;20:30 - 20:45;1576;1179
06.10.2016;20:45 - 21:00;1567;1169
06.10.2016;21:00 - 21:15;1549;1196
06.10.2016;21:15 - 21:30;1537;1228
06.10.2016;21:30 - 21:45;1524;1265
06.10.2016;21:45 - 22:00;1511;1234
06.10.2016;22:00 - 22:15;1499;1231
06.10.2016;22:15 - 22:30;1480;1237
06.10.2016;22:30 - 22:45;1461;1241
06.10.2016;22:45 - 23:00;1442;1233
06.10.2016;23:00 - 23:15;1424;1189
06.10.2016;23:15 - 23:30;1406;1185
06.10.2016;23:30 - 23:45;1386;1195
06.10.2016;23:45 - 00:00;1366;1184
07.10.2016;00:00 - 00:15;1409;1216
07.10.2016;00:15 - 00:30;1407;1187
07.10.2016;00:30 - 00:45;1406;1208
07.10.2016;00:45 - 01:00;1404;1223
07.10.2016;01:00 - 01:15;1397;1212
07.10.2016;01:15 - 01:30;1385;1196
07.10.2016;01:30 - 01:45;1373;1238
07.10.2016;01:45 - 02:00;1361;1240
07.10.2016;02:00 - 02:15;1349;1282
07.10.2016;02:15 - 02:30;1335;1279
07.10.2016;02:30 - 02:45;1323;1257
07.10.2016;02:45 - 03:00;1312;1234
07.10.2016;03:00 - 03:15;1302;1205
07.10.2016;03:15 - 03:30;1296;1152
07.10.2016;03:30 - 03:45;1288;1107
07.10.2016;03:45 - 04:00;1281;1063
07.10.2016;04:00 - 04:15;1274;1025
07.10.2016;04:15 - 04:30;1273;1041
07.10.2016;04:30 - 04:45;1270;1029
07.10.2016;04:45 - 05:00;1266;1026
07.10.2016;05:00 - 05:15;1264;1037
07.10.2016;05:15 - 05:30;1246;1040
07.10.2016;05:30 - 05:45;1228;1040
07.10.2016;05:45 - 06:00;1210;1000
07.10.2016;06:00 - 06:15;1193;1007
07.10.2016;06:15 - 06:30;1175;993
07.10.2016;06:30 - 06:45;1157;980
07.10.2016;06:45 - 07:00;1139;957
07.10.2016;07:00 - 07:15;1123;892
07.10.2016;07:15 - 07:30;1106;873
07.10.2016;07:30 - 07:45;1091;851
07.10.2016;07:45 - 08:00;1075;816
07.10.2016;08:00 - 08:15;1059;774
07.10.2016;08:15 - 08:30;1046;767
07.10.2016;08:30 - 08:45;1036;747
07.10.2016;08:45 - 09:00;1026;748
07.10.2016;09:00 - 09:15;1015;737
07.10.2016;09:15 - 09:30;1006;736
07.10.2016;09:30 - 09:45;996;718
07.10.2016;09:45 - 10:00;987;704
07.10.2016;10:00 - 10:15;978;711
07.10.2016;10:15 - 10:30;973;655
07.10.2016;10:30 - 10:45;971;636
07.10.2016;10:45 - 11:00;969;596
07.10.2016;11:00 - 11:15;965;578
07.10.2016;11:15 - 11:30;947;577
07.10.2016;11:30 - 11:45;930;553
07.10.2016;11:45 - 12:00;915;571
07.10.2016;12:00 - 12:15;897;566
07.10.2016;12:15 - 12:30;874;508
07.10.2016;12:30 - 12:45;849;485
07.10.2016;12:45 - 13:00;822;481
07.10.2016;13:00 - 13:15;799;437
07.10.2016;13:15 - 13:30;778;437
07.10.2016;13:30 - 13:45;759;448
07.10.2016;13:45 - 14:00;739;446
07.10.2016;14:00 - 14:15;718;460
07.10.2016;14:15 - 14:30;715;473
07.10.2016;14:30 - 14:45;714;442
07.10.2016;14:45 - 15:00;713;426
07.10.2016;15:00 - 15:15;715;416
07.10.2016;15:15 - 15:30;714;429
07.10.2016;15:30 - 15:45;713;427
07.10.2016;15:45 - 16:00;712;445
07.10.2016;16:00 - 16:15;712;457
07.10.2016;16:15 - 16:30;712;481
07.10.2016;16:30 - 16:45;711;508
07.10.2016;16:45 - 17:00;709;521
07.10.2016;17:00 - 17:15;707;501
07.10.2016;17:15 - 17:30;704;495
07.10.2016;17:30 - 17:45;699;510
07.10.2016;17:45 - 18:00;695;495
07.10.2016;18:00 - 18:15;693;514
07.10.2016;18:15 - 18:30;703;498
07.10.2016;18:30 - 18:45;713;494
07.10.2016;18:45 - 19:00;722;522
07.10.2016;19:00 - 19:15;732;520
07.10.2016;19:15 - 19:30;745;534
07.10.2016;19:30 - 19:45;759;546
07.10.2016;19:45 - 20:00;772;556
07.10.2016;20:00 - 20:15;784;585
07.10.2016;20:15 - 20:30;778;581
07.10.2016;20:30 - 20:45;771;548
07.10.2016;20:45 - 21:00;763;551
07.10.2016;21:00 - 21:15;779;539
07.10.2016;21:15 - 21:30;779;540
07.10.2016;21:30 - 21:45;780;505
07.10.2016;21:45 - 22:00;780;479
07.10.2016;22:00 - 22:15;780;483
07.10.2016;22:15 - 22:30;780;496
07.10.2016;22:30 - 22:45;778;468
07.10.2016;22:45 - 23:00;776;456
07.10.2016;23:00 - 23:15;775;428
07.10.2016;23:15 - 23:30;769;420
07.10.2016;23:30 - 23:45;761;431
07.10.2016;23:45 - 00:00;753;430
08.10.2016;00:00 - 00:15;553;424
08.10.2016;00:15 - 00:30;554;385
08.10.2016;00:30 - 00:45;555;382
08.10.2016;00:45 - 01:00;557;400
08.10.2016;01:00 - 01:15;551;427
08.10.2016;01:15 - 01:30;549;433
08.10.2016;01:30 - 01:45;546;447
08.10.2016;01:45 - 02:00;543;484
08.10.2016;02:00 - 02:15;541;501
08.10.2016;02:15 - 02:30;540;509
08.10.2016;02:30 - 02:45;540;500
08.10.2016;02:45 - 03:00;539;525
08.10.2016;03:00 - 03:15;535;527
08.10.2016;03:15 - 03:30;532;525
08.10.2016;03:30 - 03:45;528;488
08.10.2016;03:45 - 04:00;525;455
08.10.2016;04:00 - 04:15;522;433
08.10.2016;04:15 - 04:30;527;440
08.10.2016;04:30 - 04:45;534;442
08.10.2016;04:45 - 05:00;540;437
08.10.2016;05:00 - 05:15;546;433
08.10.2016;05:15 - 05:30;544;448
08.10.2016;05:30 - 05:45;542;464
08.10.2016;05:45 - 06:00;539;512
08.10.2016;06:00 - 06:15;535;514
08.10.2016;06:15 - 06:30;532;538
08.10.2016;06:30 - 06:45;529;562
08.10.2016;06:45 - 07:00;526;583
08.10.2016;07:00 - 07:15;523;586
08.10.2016;07:15 - 07:30;519;603
08.10.2016;07:30 - 07:45;515;587
08.10.2016;07:45 - 08:00;512;598
08.10.2016;08:00 - 08:15;508;588
08.10.2016;08:15 - 08:30;489;574
08.10.2016;08:30 - 08:45;470;567
08.10.2016;08:45 - 09:00;452;533
08.10.2016;09:00 - 09:15;436;471
08.10.2016;09:15 - 09:30;414;426
08.10.2016;09:30 - 09:45;394;397
08.10.2016;09:45 - 10:00;372;372
08.10.2016;10:00 - 10:15;353;346
08.10.2016;10:15 - 10:30;343;350
08.10.2016;10:30 - 10:45;334;359
08.10.2016;10:45 - 11:00;325;374
08.10.2016;11:00 - 11:15;314;397
08.10.2016;11:15 - 11:30;329;399
08.10.2016;11:30 - 11:45;342;410
08.10.2016;11:45 - 12:00;356;407
08.10.2016;12:00 - 12:15;366;407
08.10.2016;12:15 - 12:30;378;461
08.10.2016;12:30 - 12:45;392;517
08.10.2016;12:45 - 13:00;405;538
08.10.2016;13:00 - 13:15;416;587
08.10.2016;13:15 - 13:30;412;596
08.10.2016;13:30 - 13:45;408;596
08.10.2016;13:45 - 14:00;404;581
08.10.2016;14:00 - 14:15;401;552
08.10.2016;14:15 - 14:30;405;582
08.10.2016;14:30 - 14:45;410;529
08.10.2016;14:45 - 15:00;414;495
08.10.2016;15:00 - 15:15;417;461
08.10.2016;15:15 - 15:30;417;434
08.10.2016;15:30 - 15:45;418;420
08.10.2016;15:45 - 16:00;419;398
08.10.2016;16:00 - 16:15;418;378
08.10.2016;16:15 - 16:30;421;366
08.10.2016;16:30 - 16:45;424;322
08.10.2016;16:45 - 17:00;426;307
08.10.2016;17:00 - 17:15;430;320
08.10.2016;17:15 - 17:30;421;280
08.10.2016;17:30 - 17:45;412;279
08.10.2016;17:45 - 18:00;404;237
08.10.2016;18:00 - 18:15;397;237
